ontology,class,attribute,data_type
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/incident_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#IncidentReport,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#notifiedAuthority,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/incident_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#IncidentReportReception,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#incidentReportReceptionDateTime,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/incident_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#IncidentReporter,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#incidentReporterCompany,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/incident_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#IncidentReporter,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#incidentReporterId,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/incident_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#IncidentReporter,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#incidentReporterName,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/incident_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#IncidentReporter,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#incidentReporterSignature,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/incident_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#MedicalTreatment,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#medicalTreatmentDescription,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/incident_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#MedicalTreatment,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#medicalTreatmentName,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/language_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#Language,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#languageCode2,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/language_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#Language,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#languageCode3,http://www.w3.org/2001/XMLSchema#anyURI
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/language_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#Language,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#languageName,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/load_spectrum_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#LoadSpectrum,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#loadSpectrumDescription,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/load_spectrum_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#LoadSpectrum,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#loadSpectrumEndDatetime,http://www.w3.org/2001/XMLSchema#dateTime
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/load_spectrum_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#LoadSpectrum,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#loadSpectrumId,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/load_spectrum_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#LoadSpectrum,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#loadSpectrumName,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/load_spectrum_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#LoadSpectrum,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#loadSpectrumStartDatetime,http://www.w3.org/2001/XMLSchema#dateTime
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/load_spectrum_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#LoadSpectrum,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#loadSpectrumType,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/load_spectrum_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#LoadSpectrumChannel,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#loadSpectrumChannelLowerLimit,http://www.w3.org/2001/XMLSchema#float
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/load_spectrum_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#LoadSpectrumChannel,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#loadSpectrumChannelName,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/load_spectrum_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#LoadSpectrumChannel,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#loadSpectrumChannelNumberOfBins,http://www.w3.org/2001/XMLSchema#integer
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/load_spectrum_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#LoadSpectrumChannel,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#loadSpectrumChannelType,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/load_spectrum_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#LoadSpectrumChannel,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#loadSpectrumChannelUnit,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/load_spectrum_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#LoadSpectrumChannel,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#loadSpectrumChannelUpperLimit,http://www.w3.org/2001/XMLSchema#float
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/load_spectrum_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#LoadSpectrumValues,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#loadSpectrumChannelIndex,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/load_spectrum_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#LoadSpectrumValues,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#loadSpectrumChannelValues,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/load_spectrum_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#LoadSpectrumValues,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#loadSpectrumCountingMethod,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/load_spectrum_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#LoadSpectrumValues,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#loadSpectrumCountingUnit,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/material_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#EngineeringMaterial,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#engineeringMaterialName,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/material_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#EngineeringMaterial,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#engineeringMaterialNumber,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/material_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#Material,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#materialId,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/material_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#Material,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#materialName,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/material_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#MaterialInformation,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#informationSource,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/part_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#BatchPart,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#batchNumber,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/part_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#BatchPart,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#batchProductionDate,http://www.w3.org/2001/XMLSchema#date
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/part_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#BatchPart,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#batchProductionDateTime,http://www.w3.org/2001/XMLSchema#dateTime
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/part_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#ConstructionPart,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#partCadFile,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/part_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#ConstructionPart,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#partNumber,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/part_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#ConstructionPart,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#partVersion,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/part_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#ElectronicPart,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#hardwareVersion,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/part_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#ElectronicPart,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#partGeneration,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/part_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#ElectronicPart,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#softwareVersion,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/part_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#Part,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#partId,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/part_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#Part,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#partName,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/part_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#Part,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#partProductionDate,http://www.w3.org/2001/XMLSchema#date
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/part_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#Part,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#partProductionDateTime,http://www.w3.org/2001/XMLSchema#dateTime
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/part_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#Part,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#partSeries,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/part_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#SerializedPart,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#serialNumber,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/person_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#Person,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#firstName,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/person_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#Person,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#fullName,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/person_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#Person,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#lastName,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/person_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#Person,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#maidenName,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/person_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#Person,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#middleName,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/person_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#Person,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#personId,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/person_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#PersonalInformation,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#academicTitle,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/person_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#PersonalInformation,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#age,http://www.w3.org/2001/XMLSchema#integer
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/person_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#PersonalInformation,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#birthDate,http://www.w3.org/2001/XMLSchema#date
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/person_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#PersonalInformation,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#birthPlace,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/person_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#PersonalInformation,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#deathDate,http://www.w3.org/2001/XMLSchema#date
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/person_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#PersonalInformation,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#deathPlace,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/person_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#PersonalInformation,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#gender,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/person_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#PersonalInformation,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#jobTitle,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/person_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#PersonalInformation,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#nickname,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/person_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#PersonalInformation,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#personalTitle,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/production_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#AssemblyEvent,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#assemblyCompleted,http://www.w3.org/2001/XMLSchema#boolean
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/production_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#AssemblyEvent,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#assemblyCountry,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/production_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#AssemblyEvent,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#assemblyDatetime,http://www.w3.org/2001/XMLSchema#dateTime
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/production_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#AssemblyEvent,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#assemblyEventId,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/production_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#AssemblyProcess,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#assemblyProcessId,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/production_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#AssemblyProcess,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#assemblyProcessName,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/production_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#DisassemblyEvent,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#disassemblyDatetime,http://www.w3.org/2001/XMLSchema#dateTime
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/production_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#DisassemblyEvent,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#disassemblyId,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/prognosis_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#BatteryHealthCondition,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#batteryStateOfHealth,http://www.w3.org/2001/XMLSchema#double
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/prognosis_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#EngineHealthCondition,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#engineStateOfHealth,http://www.w3.org/2001/XMLSchema#double
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/prognosis_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#RemainingUsefulLifetime,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#remainingLifetime,http://www.w3.org/2001/XMLSchema#integer
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/prognosis_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#RemainingUsefulLifetime,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#remainingMileage,http://www.w3.org/2001/XMLSchema#integer
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/prognosis_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#VehicleHealthCondition,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#vehicleStateOfHealth,http://www.w3.org/2001/XMLSchema#double
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/prognosis_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#VehiclePrognosis,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#vehiclePrognosisCreator,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/prognosis_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#VehiclePrognosis,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#vehiclePrognosisDate,http://www.w3.org/2001/XMLSchema#date
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/prognosis_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#VehiclePrognosis,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#vehiclePrognosisId,http://www.w3.org/2001/XMLSchema#string
https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/unit_ontology.ttl,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#Unit,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/cx_ontology.ttl#unitId,http://www.w3.org/2001/XMLSchema#string
