type,identifier,name_en,name_de,definition_en,example_en,note_en,synonyms_en,synonyms_de,parents,is_part_of,relation_from,relation_to,links
# prefix,cx,,,,,,,,,,,,
# namespace,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/,,,,,,,,,,,,
# title,vehicle component ontology,,,,,,,,,,,,
# version,0.0.1,,,,,,,,,,,,
# author,Zazralt Magic,,,,,,,,,,,,
# contributor,,,,,,,,,,,,,
# description,,,,,,,,,,,,,
# import,,common ontology,,,,,,,,,,,
class,starter battery terminal,,Starterbatterieklemme,,,,safety battery terminal,,"engine component, vehicle component, electrical component",starter battery,,,
class,alternator,,Lichtmaschine,,,,,,"engine component, vehicle component, electrical component",engine,,,https://en.wikipedia.org/wiki/Alternator_(automotive)
class,electric generator,,Elektrischer Generator,,,,generator,,"engine component, vehicle component, electrical component",engine,,,https://en.wikipedia.org/wiki/Electric_generator
class,coolant temperature sensor,,Kühlwassertemperatursensor,,,,,,"engine component, vehicle component, vehicle sensor",engine,,,
class,knock sensor,,Klopfsensor,,,,,,"engine component, vehicle component, vehicle sensor",engine,,,
class,engine block,,Motorblock,,,,"short block, cylinder block",,"engine component, vehicle component",engine,,,https://en.wikipedia.org/wiki/Engine_block
class,cylinder,,Zylinder,,,,,,"engine component, vehicle component",engine block,,,https://en.wikipedia.org/wiki/Cylinder_(engine)
class,piston,,Kolben,,,,,,"engine component, vehicle component",engine block,,,https://en.wikipedia.org/wiki/Piston
class,piston ring,,Kolbenring,,,,,,"engine component, vehicle component",engine block,,,https://en.wikipedia.org/wiki/Piston_ring
class,connecting rod,,Pleuel,,,,"rod, conrod con rod",,"engine component, vehicle component",engine block,,,https://en.wikipedia.org/wiki/Connecting_rod
class,crankcase,,Kurbelgehäuse,,,,crank case,,"engine component, vehicle component",engine block,,,https://en.wikipedia.org/wiki/Crankcase
class,crankshaft,,Kurbelwelle,,,,crank shaft,,"engine component, vehicle component",engine block,,,https://en.wikipedia.org/wiki/Crankshaft
class,crankshaft position sensor,,Kurbelwellensensor,,,,,,"engine component, vehicle component, vehicle sensor",engine block,,,
class,crankpin,,Kurbelzapfen,,,,crank pin,,"engine component, vehicle component",engine block,,,https://en.wikipedia.org/wiki/Crankpin
class,main bearing,,Kurbelwellenlager,,,,,,"engine component, vehicle component",engine block,,,https://en.wikipedia.org/wiki/Main_bearing
class,starter ring gear,,Starterzahnkranz,,,,,,"engine component, vehicle component",engine block,,,https://en.wikipedia.org/wiki/Starter_ring_gear
class,block heater,,Standheizung,,,,,Zuheizer,"engine component, vehicle component, electrical component",engine block,,,https://en.wikipedia.org/wiki/Block_heater
class,cylinder head,,Zylinderkopf,,,,head,,"engine component, vehicle component",engine,,,https://en.wikipedia.org/wiki/Cylinder_head
class,air intake,,Lufteinlass,,,,,,"engine component, vehicle component",cylinder head,,,
class,valvetrain,,Ventilsteuerung,,,,valve train,Ventiltrieb,"engine component, vehicle component",cylinder head,,,https://en.wikipedia.org/wiki/Valvetrain
class,camshaft,,Nockenwelle,,,,cam shaft,,"engine component, vehicle component",valvetrain,,,https://en.wikipedia.org/wiki/Camshaft
class,camshaft position sensor,,Nockenwellensensor,,,,camshaft sensor,,"engine component, vehicle component, vehicle sensor",valvetrain,,,
class,variable valve timing controller,,Nockenwellenverstellung,,,,"VVT, Valvetronic, VANOS",,"engine component, vehicle component",valvetrain,,,https://en.wikipedia.org/wiki/Variable_valve_timing
class,cam,,Kurvenscheibe,,,,,,"engine component, vehicle component",valvetrain,,,https://en.wikipedia.org/wiki/Cam
class,timing belt,,Steuerkette,,,,"timing chain, cambelt",,"engine component, vehicle component",valvetrain,,,https://en.wikipedia.org/wiki/Timing_belt_(camshaft)
class,pushrod,,Schubstange,,,,push rod,,"engine component, vehicle component",valvetrain,,,
class,rocker arm,,Kipphebel,,,,bucket tappet,,"engine component, vehicle component",valvetrain,,,https://en.wikipedia.org/wiki/Rocker_arm
class,poppet valve,,Tellerventil,,,,mushroom valve,,"engine component, vehicle component",valvetrain,,,https://en.wikipedia.org/wiki/Poppet_valve
class,valve guide,,Ventilführung,,,,,,"engine component, vehicle component",valvetrain,,,https://en.wikipedia.org/wiki/Valve_guide
class,valve seat,,Ventilsitz,,,,,,"engine component, vehicle component",valvetrain,,,https://en.wikipedia.org/wiki/Valve_seat
class,tappet,,Nocke,,,,,Stößel,"engine component, vehicle component",valvetrain,,,https://en.wikipedia.org/wiki/Tappet
class,hydraulic tappet,,Hydrostößel,,,,"hydraulic valve lifter, hydraulic lash adjuster",,"engine component, vehicle component",valvetrain,,,https://en.wikipedia.org/wiki/Hydraulic_tappet
class,discrete variable valve lift,,diskret variable Ventilsteuerung,,,,DVVL,,"engine component, vehicle component",valvetrain,,,https://en.wikipedia.org/wiki/DVVL
class,intake system,,Luftansaugung,,,,,,"engine component, vehicle component, vehicle system",engine,,,
class,airbox,,Airbox,,,,,Luftkiste,"engine component, vehicle component",intake system,,,https://en.wikipedia.org/wiki/Airbox
class,engine air filter,,Luftfilter,,,,,,"engine component, vehicle component",intake system,,,https://en.wikipedia.org/wiki/Air_filter#Internal_combustion_engine_air_filters
class,idle air control actuator,,Leerlaufregler,,,,"idle air control valve, IAC actuator",,"engine component, vehicle component",intake system,,,https://en.wikipedia.org/wiki/Idle_air_control_actuator
class,intake manifold,,Ansaugstutzen,,,,inlet manifold,,"engine component, vehicle component",intake system,,,https://en.wikipedia.org/wiki/Inlet_manifold
class,throttle,,Drosselklappe,,,,,,"engine component, vehicle component",intake system,,,https://en.wikipedia.org/wiki/Throttle
class,manifold absolute pressure sensor,,MAP-Sensor,,,,MAP sensor,,"engine component, vehicle component, vehicle sensor",intake system,,,https://en.wikipedia.org/wiki/MAP_sensor
class,mass airflow sensor,,Luftmassenmesser,,,,"MAF sensor, mass flow sensor",,"engine component, vehicle component, vehicle sensor",intake system,,,https://en.wikipedia.org/wiki/Mass_flow_sensor
class,throttle position sensor,,Drosselklappensensor,,,,"TPS, throttle-valve sensor",,"engine component, vehicle component, vehicle sensor",intake system,,,https://en.wikipedia.org/wiki/Throttle_position_sensor
class,boost controller,,Booststeuerung,,,,turbo boost controller,,"engine component, vehicle component, electrical component",intake system,,,https://en.wikipedia.org/wiki/Boost_controller
class,turbocharger,,Turbolader,,,,"turbo, turbosupercharger, forced induction","Abgasturbolader, ATL","engine component, vehicle component",engine,,,https://en.wikipedia.org/wiki/Turbocharger
class,supercharger,,Drehkolbenlader,,,,,,"engine component, vehicle component",engine,,,https://en.wikipedia.org/wiki/Supercharger
class,intercooler,,Ladeluftkühler,,,,,,"engine component, vehicle component",turbocharger,,,https://en.wikipedia.org/wiki/Intercooler
class,twincharger,,Twincharger,,,,,,"engine component, vehicle component",turbocharger,,,https://en.wikipedia.org/wiki/Twincharger
class,twin turbo,,Twinturbo,,,,bi turbo,,"engine component, vehicle component",turbocharger,,,https://en.wikipedia.org/wiki/Twin-turbo
class,blowoff valve,,Umluftventil,,,,,,"engine component, vehicle component",turbocharger,,,https://en.wikipedia.org/wiki/Blowoff_valve
class,exhaust system,,Abgasanlage,,,,,Auspuff,"engine component, vehicle component, vehicle system",engine,,,https://en.wikipedia.org/wiki/Exhaust_system
class,exhaust manifold,,Abgaskrümmer,,,,,,"engine component, vehicle component",exhaust system,,,https://en.wikipedia.org/wiki/Exhaust_manifold
class,y pipe,,Hosenrohr,,,,,,"engine component, vehicle component, pipe",exhaust system,,,
class,catalytic converter,,Fahrzeugkatalysator,,,,,,"engine component, vehicle component",exhaust system,,,https://en.wikipedia.org/wiki/Catalytic_converter
class,muffler,,Schalldämpfer,,,,silencer,,"engine component, vehicle component",exhaust system,,,https://en.wikipedia.org/wiki/Muffler
class,tailpipe,,Endrohr,,,,exhaust,,"engine component, vehicle component, pipe",exhaust system,,,
class,diesel particulate filter,,Dieselrußpartikelfilter,diesel engine,,,DPF,"Dieselrußpartikelfilter, DRPF, Dieselpartikelfilter, DPF, Rußpartikelfilter, RPF, Partikelfilter","engine component, vehicle component",exhaust system,,,https://en.wikipedia.org/wiki/Diesel_particulate_filter
class,gasoline particulate filter,,Ottopartikelfilter,,,,"petrol particulate filter, OPF",OPF,"engine component, vehicle component",exhaust system,,,
class,lambda sensor,,Lambdasonde,,,,oxygen sensor,"Breitbandsonde, Sprungsonde","engine component, vehicle component, vehicle sensor",exhaust system,,,https://en.wikipedia.org/wiki/Oxygen_sensor#Automotive_applications
class,exhaust gas temperature gauge,,Abgastemperatursensor,,,,"EGT gauge, EGT sensor",Abgastemperatur,"engine component, vehicle component, vehicle sensor",exhaust system,,,https://en.wikipedia.org/wiki/Exhaust_gas_temperature_gauge
class,oil system,,Motoröl,,,,"lubricant, lubrication",,"engine component, vehicle component, vehicle system",engine,,,https://en.wikipedia.org/wiki/Motor_oil
class,oil tank,,Öltank,,,,,,"engine component, vehicle component",oil system,,,
class,oil filter,,Ölfilter,,,,,,"engine component, vehicle component",oil system,,,https://en.wikipedia.org/wiki/Oil_filter
class,oil pump,,Ölpumpe,,,,,,"engine component, vehicle component",oil system,,,https://en.wikipedia.org/wiki/Oil_pump_(internal_combustion_engine)
class,oil pan,,Sumpf,,,,sump,,"engine component, vehicle component",oil system,,,https://en.wikipedia.org/wiki/Sump
class,wet sump,,Nasssumpfschmierung,,,,,,"engine component, vehicle component",oil system,,,https://en.wikipedia.org/wiki/Wet_sump
class,dry sump,,Trockensumpfschmierung,,,,,,"engine component, vehicle component",oil system,,,https://en.wikipedia.org/wiki/Dry_sump
class,oil level sensor,,Ölstandsgeber,,,,,,"engine component, vehicle component, vehicle sensor",oil system,,,
class,oil pressure sensor,,Öldrucksensor,,,,,,"engine component, vehicle component, vehicle sensor",oil system,,,
class,fuel system,,Kraftstoffversorgung,,,,"fuel supply, fuel supply system",,"engine component, vehicle component, vehicle system",engine,,,https://en.wikipedia.org/wiki/Fuel_system
class,fuel tank,,Kraftstofftank,,,,"petrol tank, gas tank",,"engine component, vehicle component",fuel system,,,https://en.wikipedia.org/wiki/Fuel_tank
class,fuel pump,,Kraftstoffpumpe,,,,,,"engine component, vehicle component",fuel system,,,https://en.wikipedia.org/wiki/Fuel_pump
class,fuel filter,,Kraftstofffilter,,,,,,"engine component, vehicle component",fuel system,,,https://en.wikipedia.org/wiki/Fuel_filter
class,fuel line,,Kraftstoffleitung,,,,,,"engine component, vehicle component, line",fuel system,,,https://en.wikipedia.org/wiki/Fuel_line
class,fuel injection,,Kraftstoffeinspritzung,,,,,,"engine component, vehicle component",fuel system,,,https://en.wikipedia.org/wiki/Fuel_injection
class,injection pump,,Einspritzpumpe,diesel engine,,,,,"engine component, vehicle component",fuel system,,,https://en.wikipedia.org/wiki/Injection_pump
class,injector,,Injektor,,,,,,"engine component, vehicle component",fuel system,,,https://en.wikipedia.org/wiki/Injector
class,carburetor,,Vergaser,,,,carburettor,,"engine component, vehicle component",fuel system,,,https://en.wikipedia.org/wiki/Carburetor
class,fuel level sensor,,Kraftstoffsensor,,,,,,"engine component, vehicle component, vehicle sensor",fuel system,,,
class,fuel pressure sensor,,Kraftstoffdrucksensor,,,,,,"engine component, vehicle component, vehicle sensor",fuel system,,,
class,ignition system,,Zündung,,,,,,"engine component, vehicle component, vehicle system",engine,,,https://en.wikipedia.org/wiki/Ignition_system
class,distributor,,Zündverteiler,,,,,,"engine component, vehicle component",ignition system,,,https://en.wikipedia.org/wiki/Distributor
class,distributor cap,,Verteilerkappe,,,,,,"engine component, vehicle component",ignition system,,,
class,ignition controller,,Zündsteuerung,,,,ignition box,,"engine component, vehicle component",ignition system,,,
class,ignition coil,,Zündspule,,,,,,"engine component, vehicle component",ignition system,,,https://en.wikipedia.org/wiki/Ignition_coil
class,ignition coil connector,,Zündspulenverbinder,,,,,,"engine component, vehicle component",ignition system,,,
class,ignition magneto,,Magnetzündung,,,,high-tension magneto,,"engine component, vehicle component",ignition system,,,https://en.wikipedia.org/wiki/Ignition_magneto
class,spark plug,,Zündkerze,,,,"sparking plug, plug",,"engine component, vehicle component",ignition system,,,https://en.wikipedia.org/wiki/Spark_plug
class,spark plug wire,,Zündkerzenkabel,,,,"sparking cable, high tension leads, high tension cables, spark plug wires, spark plug cables, HT leads",,"engine component, vehicle component",ignition system,,,https://en.wikipedia.org/wiki/High_tension_leads
class,glow plug,,Glühkerze,,,,glowplug,,"engine component, vehicle component",ignition system,,,https://en.wikipedia.org/wiki/Glowplug
class,cooling system,,Kühlung,,,,,,"engine component, vehicle component, vehicle system",powertrain,,,https://en.wikipedia.org/wiki/Internal_combustion_engine_cooling
class,air cooling,,Luftkühlung,,,,,,"engine component, vehicle component",cooling system,,,https://en.wikipedia.org/wiki/Air_cooling
class,water cooling,,Wasserkühlung,,,,,,"engine component, vehicle component",cooling system,,,https://en.wikipedia.org/wiki/Water_cooling
class,fan,,Ventilator,,,,,,"engine component, vehicle component",cooling system,,,https://en.wikipedia.org/wiki/Fan_(machine)
class,fan clutch,,Lüfterkupplung,,,,,,"engine component, vehicle component",cooling system,,,https://en.wikipedia.org/wiki/Fan_clutch
class,radiator,,Autokühler,,,,,,"engine component, vehicle component",cooling system,,,https://en.wikipedia.org/wiki/Radiator_(engine_cooling)
class,thermostat,,Temperaturregler,,,,,,"engine component, vehicle component",cooling system,,,https://en.wikipedia.org/wiki/Thermostat
,,,,,,,,,,,,,
class,powertrain component,,Antriebsstrangskomponente,,,,,,component,powertrain,,,
class,transmission,,Getriebe,,,,"gearbox, gear box",Fahrzeuggetriebe,"powertrain component, vehicle component",powertrain,,,https://en.wikipedia.org/wiki/Transmission_(mechanics)
class,manual transmission,,Schaltgetriebe,,,,"MT, manual gearbox, standard transmission, stick shift, stick",,"transmission, vehicle component",powertrain,,,https://en.wikipedia.org/wiki/Manual_transmission
class,automatic transmission,,Automatikgetriebe,,,,"AT, auto",Automatisierte Schaltgetriebe,"transmission, vehicle component",powertrain,,,https://en.wikipedia.org/wiki/Automatic_transmission
class,semi automatic transmission,,Automatisches Kupplungssystem,,,,semi-automatic transmission,AKS,"transmission, vehicle component",powertrain,,,https://en.wikipedia.org/wiki/Semi-automatic_transmission
class,flywheel,,Schwungrad,,,,,Schwungmasse,"powertrain component, vehicle component",transmission,,,https://en.wikipedia.org/wiki/Flywheel
class,torque converter,,Drehmomentwandler,,,,,,"powertrain component, vehicle component",transmission,,,https://en.wikipedia.org/wiki/Torque_converter
class,drive chain,,Kettengetriebe,,,,transmission chain,,"powertrain component, vehicle component",transmission,,,https://en.wikipedia.org/wiki/Chain_drive
class,transmission control unit,,Getriebesteuerung,,,,"TCU, transmission control module, TCM, gearbox control unit, GCU",,"powertrain component, vehicle component",transmission,,,https://en.wikipedia.org/wiki/Transmission_control_unit
class,clutch,,Kupplung,,,,,,"powertrain component, vehicle component",manual transmission,,,https://en.wikipedia.org/wiki/Clutch
class,friction drive,,Wälzkörpergetriebe,,,,dry clutch,,"powertrain component, vehicle component",manual transmission,,,https://en.wikipedia.org/wiki/Friction_drive
class,fluid coupling,,hydraulische Kupplung,,,,"hydraulic clutch, hydraulic coupling",,"powertrain component, vehicle component",manual transmission,,,https://en.wikipedia.org/wiki/Fluid_coupling
class,dual clutch transmission,,Doppelkupplungsgetriebe,,,,"dual-clutch transmission, DCT, twin-clutch transmission",,"powertrain component, vehicle component",manual transmission,,,https://en.wikipedia.org/wiki/Dual-clutch_transmission
class,transmission speed sensor,,Getriebedrehzahlsensor,,,,automatic transmission speed sensor,Getriebegeschwindigkeitssensor,"powertrain component, vehicle component, vehicle sensor",transmission,,,
class,transfer box,,Verteilergetriebe,,,,"transfer case, intermediate transmission",,"powertrain component, vehicle component",powertrain,,,https://en.wikipedia.org/wiki/Transfer_case
class,drive shaft,,Antriebswelle,,,,"driveshaft, driving shaft, tailshaft, propeller shaft, prop shaft",,"powertrain component, vehicle component",powertrain,,,https://en.wikipedia.org/wiki/Drive_shaft
class,cardan shaft,,Gelenkwelle,,,,"cardan joint, universal joint, universal coupling",Kardanwelle,"powertrain component, vehicle component",drive shaft,,,https://en.wikipedia.org/wiki/Universal_joint
class,differential,,Differential,,,,"final drive, axle final drive","Differentialgetriebe, Differenzialgetriebe, Ausgleichsgetriebe, Achsdifferential","powertrain component, vehicle component",powertrain,,,https://en.wikipedia.org/wiki/Differential_(mechanical_device)
class,locking differential,,Sperrdifferential,,,,,Selbstsperrdifferentialgetriebe,"powertrain component, vehicle component",powertrain,,,https://en.wikipedia.org/wiki/Locking_differential
class,rear axle differential,,Hinterachsgetriebe,,,,,HAG,"powertrain component, vehicle component",powertrain,,,
class,output shaft,,Ausgangswelle,,,,final drive shaft,Abtriebswelle,"powertrain component, vehicle component",powertrain,,,
,,,,,,,,,,,,,
class,vehicle electrical component,,Elektronische Fahrzeugkomponente,,,,,,component,vehicle electrical system,,,
class,lighting system,,Fahrzeugbeleuchtung,,,,lighting,Beleuchtung,"vehicle electrical component, vehicle component, vehicle system",electrical system,,,https://en.wikipedia.org/wiki/Automotive_lighting
class,front light,,,,,,,,"vehicle electrical component, vehicle component, vehicle sensor",lighting system,,,
class,rear light,,,,,,,,"vehicle electrical component, vehicle component, vehicle sensor",lighting system,,,
class,turn signal,,Fahrtrichtungsanzeiger,,,,"blinker, directional signals, directional, indicator",,"vehicle electrical component, vehicle component",lighting system,,,https://en.wikipedia.org/wiki/Automotive_lighting#Turn_signals
class,light sensor,,Lichtsensor,,,,,,"vehicle electrical component, vehicle component, vehicle sensor",lighting system,,,
class,light switch,,Lichtschalter,,,,,,"vehicle electrical component, vehicle component, vehicle switch",car control,,,
class,head light,,Scheinwerfer,,,,"head lamp, headlamp",Fahrzeugscheinwerfer,"vehicle electrical component, vehicle component",front light,,,https://en.wikipedia.org/wiki/Headlamp
class,low beam,,Abblendlicht,,,,"dipped beam, passing beam, meeting beam",,"vehicle electrical component, vehicle component",front light,,,
class,high beam,,Fernlicht,,,,"main beam, driving beam, full beam",Aufblendlicht,"vehicle electrical component, vehicle component",front light,,,
class,daytime running light,,Tagfahrlicht,,,,,,"vehicle electrical component, vehicle component",front light,,,https://en.wikipedia.org/wiki/Daytime_running_lamp
class,parking light,,Standlicht,,,,,Begrenzungslicht,"vehicle electrical component, vehicle component",front light,,,https://de.wikipedia.org/wiki/Standlicht
class,adaptive front light,,Kurvenlicht,,,,,,"vehicle electrical component, vehicle component",front light,,,
class,fog light,,Nebelscheinwerfer,,,,,,"vehicle electrical component, vehicle component",front light,,,https://en.wikipedia.org/wiki/Automotive_lighting#Front_fog_lamps
class,brake light,,Bremslicht,,,,,Bremsleuchte,"vehicle electrical component, vehicle component",rear light,,,https://en.wikipedia.org/wiki/Automotive_lighting#Stop_lamps_(brake_lights)
class,reversing light,,Rückfahrscheinwerfer,,,,,Rückfahrlicht,"vehicle electrical component, vehicle component",rear light,,,
class,side marker light,,Seitenmarkierungsleuchten,,,,,,"vehicle electrical component, vehicle component",lighting system,,,
class,tail light,,Rücklicht,,,,,Schlussleuchte,"vehicle electrical component, vehicle component",rear light,,,https://en.wikipedia.org/wiki/Automotive_lighting#Rear_position_lamps_(tail_lamps)
class,rear fog light,,Nebelschlussleuchte,,,,,,"vehicle electrical component, vehicle component",rear light,,,
class,engine bay light,,Motorraumlicht,,,,,,"vehicle electrical component, vehicle component",lighting system,,,
class,airbag system,,Airbagsystem,,,,,,"vehicle electrical component, vehicle component, safety component, electrical component, vehicle system",electrical system,,,
class,airbag,,Airbag,,,,,Aufprallkissen,"vehicle electrical component, vehicle component, safety component, electrical component",airbag system,,,https://de.wikipedia.org/wiki/Airbag
class,airbag sensor,,Airbagsensor,,,,,,"vehicle electrical component, vehicle component, safety component, electrical component, vehicle sensor",airbag system,,,
class,driver airbag,,Fahrerairbag,,,,,,"vehicle electrical component, vehicle component, safety component, electrical component",airbag system,,,
class,passenger airbag,,Beifahrerairbag,,,,front passenger airbag,,"vehicle electrical component, vehicle component, safety component, electrical component",airbag system,,,
class,knee airbag,,Knieairbag,,,,,,"vehicle electrical component, vehicle component, safety component, electrical component",airbag system,,,
class,side airbag,,Seitenairbag,,,,side head airbag,,"vehicle electrical component, vehicle component, safety component, electrical component",airbag system,,,
class,head airbag,,Kopfairbag,,,,,,"vehicle electrical component, vehicle component, safety component, electrical component",airbag system,,,
class,center airbag,,Center Airbag,,,,centre airbag,,"vehicle electrical component, vehicle component, safety component, electrical component",airbag system,,,
class,electronic control unit,,Steuergerät,,,,"ecu, electronic control module, control unit",,"vehicle electrical component, vehicle component, electrical component",electrical system,,,https://en.wikipedia.org/wiki/Electronic_control_unit
class,infotainment,,Infotainment,,,,"in vehicle infotainment, in car entertainment",,"vehicle electrical component, vehicle component, electrical component",electrical system,,,https://en.wikipedia.org/wiki/In-car_entertainment
class,vehicle audio,,Autoradio,,,,"radio, car radio, car audio, speaker system",,"vehicle electrical component, vehicle component, electrical component",infotainment,,,https://en.wikipedia.org/wiki/Vehicle_audio
class,antenna,,Antenne,,,,"whip antenna, aerial system",,"vehicle electrical component, vehicle component, electrical component",infotainment,,,https://en.wikipedia.org/wiki/Whip_antenna
class,in car entertainment,,,,,,"in-car entertainment, in-vehicle infotainment, IVI, rear-seat entertainment",,"vehicle electrical component, vehicle component, electrical component",infotainment,,,https://en.wikipedia.org/wiki/In-car_entertainment
class,backup camera,,Rückfahrkamera,,,,"reversing camera, rear-view camera",Rückfahrsystem,"vehicle electrical component, vehicle component, electrical component",electrical system,,,https://en.wikipedia.org/wiki/Backup_camera
class,surround view,,Rundumsicht,,,,omniview,,"vehicle electrical component, vehicle component, electrical component",electrical system,,,https://en.wikipedia.org/wiki/Omniview_technology
class,parking sensor,,Einparkhilfe,,,,"park distance control, PDC",,"vehicle electrical component, vehicle component, electrical component, vehicle sensor",electrical system,,,https://en.wikipedia.org/wiki/Parking_sensor
class,radar sensor,,Radarsensor,,,,,,"vehicle electrical component, vehicle component, electrical component, vehicle sensor",electrical system,,,
class,ultrasonic sensor,,Ultraschallsensor,,,,,,"vehicle electrical component, vehicle component, electrical component, vehicle sensor",electrical system,,,
class,automobile auxiliary power outlet,,Bordspannungssteckdose,,,,"car outlet, automotive power socket, automobile outlet, vehicular outlet, cigarette lighter receptacle, cigar lighter receptacle, CLR, cigar lighter socket",Automobilsteckdose,"vehicle electrical component, vehicle component, electrical component",electrical system,,,https://en.wikipedia.org/wiki/Automobile_auxiliary_power_outlet
class,on board diagnostics,,On-Board-Diagnose,,,,"on-board diagnostics, OBD",ODB,"vehicle electrical component, vehicle component",,,,https://en.wikipedia.org/wiki/On-board_diagnostics
class,carputer,,Car-PC,,,,,,"vehicle electrical component, vehicle component",,,,https://en.wikipedia.org/wiki/Carputer
class,alarm,,Kfz-Alarmanlage,,,,car alarm,,"vehicle electrical component, vehicle component, safety component, electrical component",electrical system,,,https://en.wikipedia.org/wiki/Car_alarm
class,anti theft system,,Antidiebstahlsystem,,,,,,"vehicle electrical component, vehicle component, safety component, electrical component, vehicle system",electrical system,,,
class,immobiliser,,Wegfahrsperre,,,,"immobilizer, electronic immobiliser, EWS",,"vehicle electrical component, vehicle component, safety component, electrical component",electrical system,,,https://en.wikipedia.org/wiki/Immobiliser
class,vehicle tracking,,Fahrzeugtracking,,,,,,"vehicle electrical component, vehicle component, safety component, electrical component",electrical system,,,
class,car access system,,,,,,,,"vehicle electrical component, vehicle component, safety component, vehicle system",electrical system,,,
class,central locking,,Zentralverriegelung,,,,power door locks,,"vehicle electrical component, vehicle component, safety component, electrical component",car access system,,,https://en.wikipedia.org/wiki/Power_door_locks
class,key,,Autoschlüssel,,,,,,"vehicle electrical component, vehicle component, safety component",car access system,,,https://en.wikipedia.org/wiki/Car_key
class,smart key,,Keyless Go,,,,keyless go,,"vehicle electrical component, vehicle component, safety component, electrical component",car access system,,,https://en.wikipedia.org/wiki/Smart_key
class,comfort access,,,,,,contactless tailgate activation,,"vehicle electrical component, vehicle component, electrical component",car access system,,,
class,remote keyless system,,,,,,"RKS, keyless entry, remote central locking",,"vehicle electrical component, vehicle component, safety component, electrical component, vehicle system",car access system,,,https://en.wikipedia.org/wiki/Remote_keyless_system
class,cable harness,,Kabelbaum,,,,"wire harness, wiring harness, cable assembly, wiring assembly, wiring loom",Kabelstrang,"vehicle electrical component, vehicle component, electrical component",electrical system,,,https://en.wikipedia.org/wiki/Cable_harness
class,air conditioning harness,,Klimatisierungskabelbaum,,,,,,"vehicle electrical component, vehicle component, electrical component",cable harness,,,
class,engine compartment harness,,Motorkabelbaum,,,,,,"vehicle electrical component, vehicle component, electrical component",cable harness,,,
class,interior harness,,Innenraumkabelbaum,,,,,,"vehicle electrical component, vehicle component, electrical component",cable harness,,,
class,floor harness,,Bodenkabelbaum,,,,,,"vehicle electrical component, vehicle component, electrical component",cable harness,,,
class,main harness,,Hauptkabelbaum,,,,main wiring harness,Hauptkabelstrang,"vehicle electrical component, vehicle component, electrical component",cable harness,,,
class,control harness,,Steuerungskabelbaum,,,,,,"vehicle electrical component, vehicle component, electrical component",cable harness,,,
class,fuse box,,Elektrischer Verteiler,,,,"distribution board, panelboard, breaker panel, electric panel, DB board, DB box, power distribution box",,"vehicle electrical component, vehicle component, electrical component",electrical system,,,https://en.wikipedia.org/wiki/Distribution_board
class,fuse,,Sicherung,,,,,,"vehicle electrical component, vehicle component, electrical component",fuse box,,,https://en.wikipedia.org/wiki/Fuse_(automotive)
class,telematics,,Telematik,,,,,,"vehicle electrical component, vehicle component, electrical component",electrical system,,,https://en.wikipedia.org/wiki/Telematics
class,navigation system,,Navigationssystem,,,,GPS,,"vehicle electrical component, vehicle component, electrical component, vehicle system",infotainment,,,https://en.wikipedia.org/wiki/Automotive_navigation_system
class,trip computer,,Bordcomputer,,,,,,"vehicle electrical component, vehicle component, electrical component",electrical system,,,https://en.wikipedia.org/wiki/Trip_computer
class,driver assistance system,,Fahrerassistenzsystem,,,,"advanced driver assistance system, ADAS, driving assistance, driver assistance, advanced driver-assistance systems",FAS,"vehicle electrical component, vehicle component, electrical component, vehicle system",electrical system,,,https://en.wikipedia.org/wiki/Advanced_driver-assistance_systems
class,cruise control,,Tempomat,,,,"speed control, cruise command, autocruise, tempomat",Geschwindigkeitsregelanlage,"vehicle electrical component, vehicle component, electrical component",driver assistance system,,,https://en.wikipedia.org/wiki/Cruise_control
class,adaptive cruise control,,Abstandsregeltempomat,,,,ACC,,"vehicle electrical component, vehicle component, electrical component",driver assistance system,,,https://en.wikipedia.org/wiki/Adaptive_cruise_control
class,intelligent speed assistance,,Intelligent Speed Adaption,,,,"ISA, intelligent speed adaptation",,"vehicle electrical component, vehicle component, electrical component",driver assistance system,,,https://en.wikipedia.org/wiki/Intelligent_speed_assistance
class,automatic parking,,Autonomes Parken,,,,,,"vehicle electrical component, vehicle component, electrical component",driver assistance system,,,https://en.wikipedia.org/wiki/Automatic_parking
class,intelligent parking assist system,,,,,,IPAS,,"vehicle electrical component, vehicle component, electrical component, vehicle system",driver assistance system,,,https://en.wikipedia.org/wiki/Intelligent_Parking_Assist_System
class,torque vectoring,,Drehmomentverteilung,,,,,,"vehicle electrical component, vehicle component, electrical component",driver assistance system,,,https://en.wikipedia.org/wiki/Torque_vectoring
class,electronic stability control,,Fahrdynamikregelung,,,,"ESC, electronic stability program, ESP, dynamic stability control, DSC, driving dynamics control",FDR,"vehicle electrical component, vehicle component, safety component, electrical component",driver assistance system,,,https://en.wikipedia.org/wiki/Electronic_stability_control
class,traction control system,,Antriebsschlupfregelung,,,,TCS,ASR,"vehicle electrical component, vehicle component, safety component, electrical component, vehicle system",driver assistance system,,,https://en.wikipedia.org/wiki/Traction_control_system
class,anti lock braking system,,Antiblockiersystem,,,,"anti-lock braking system, ABS",ABS,"vehicle electrical component, vehicle component, safety component, electrical component, vehicle system",driver assistance system,,,https://en.wikipedia.org/wiki/Anti-lock_braking_system
